,cik,date,total revenue,cost of revenue,gross_profit,gross_margin,filenames
557,1671933,12/30/2018,477294.0,114098.0,363196.0,0.7609481786907022,1671933_0.csv
558,1679826,ttm,299449.0,94882.0,204567.0,0.6831447091157425,1679826_0.csv
559,1679826,12/30/2021,299449.0,94882.0,204567.0,0.6831447091157425,1679826_0.csv
560,1679826,12/30/2020,243589.0,68211.0,175378.0,0.7199750399238061,1679826_0.csv
561,1679826,12/30/2019,242898.0,55704.0,187194.0,0.7706691697749672,1679826_0.csv
562,1679826,12/30/2018,201562.0,44611.0,156951.0,0.7786735595003026,1679826_0.csv
563,1682325,ttm,60453.0,22372.0,38081.0,0.6299273816022365,1682325_0.csv
564,1682325,12/30/2021,60453.0,22372.0,38081.0,0.6299273816022365,1682325_0.csv
565,1682325,12/30/2020,48128.0,18468.0,29660.0,0.6162732712765957,1682325_0.csv
566,1682325,12/30/2018,0.0,-,-,0.0,1682325_0.csv
567,1689923,ttm,536135.0,55753.0,480382.0,0.8960094006173818,1689923_0.csv
568,1689923,12/30/2021,536135.0,55753.0,480382.0,0.8960094006173818,1689923_0.csv
569,1689923,12/30/2020,495308.0,43839.0,451469.0,0.9114914356319704,1689923_0.csv
570,1689923,12/30/2019,417910.0,39151.0,378759.0,0.9063171496255175,1689923_0.csv
571,1689923,12/30/2018,253570.0,22800.0,230770.0,0.9100840004732421,1689923_0.csv
572,1701732,ttm,532179.0,129666.0,402513.0,0.7563488976453412,1701732_0.csv
573,1701732,12/30/2021,532179.0,129666.0,402513.0,0.7563488976453412,1701732_0.csv
574,1701732,12/30/2020,469921.0,121305.0,348616.0,0.7418608659753448,1701732_0.csv
575,1701732,12/30/2019,458915.0,132599.0,326316.0,0.7110597823126287,1701732_0.csv
576,1701732,12/30/2018,396379.0,115973.0,280406.0,0.7074189096798771,1701732_0.csv
577,1707753,ttm,733800.0,191321.0,542479.0,0.7392736440446989,1707753_0.csv
578,1707753,4/29/2021,608489.0,161054.0,447435.0,0.7353214273388673,1707753_0.csv
579,1707753,4/29/2020,427620.0,122690.0,304930.0,0.7130863851082737,1707753_0.csv
580,1707753,4/29/2019,271653.0,78010.0,193643.0,0.7128321792875469,1707753_0.csv
581,1707753,4/29/2018,159935.0,40740.0,119195.0,0.7452715165535999,1707753_0.csv
582,1713683,ttm,859558.0,194407.0,665151.0,0.77382910751805,1713683_0.csv
583,1713683,7/30/2021,673100.0,150317.0,522783.0,0.7766795424156886,1713683_0.csv
584,1713683,7/30/2020,431269.0,95733.0,335536.0,0.7780202147615526,1713683_0.csv
585,1713683,7/30/2019,302836.0,59669.0,243167.0,0.8029659617746899,1713683_0.csv
586,1713683,7/30/2018,190174.0,37875.0,152299.0,0.8008402831091527,1713683_0.csv
587,1721947,ttm,339172.0,80055.0,259117.0,0.7639693135046525,1721947_0.csv
588,1721947,12/30/2020,269451.0,60788.0,208663.0,0.7744005403579872,1721947_0.csv
589,1721947,12/30/2019,204027.0,56029.0,147998.0,0.7253843853999715,1721947_0.csv
590,1721947,12/30/2018,146562.0,49303.0,97259.0,0.6636031167696947,1721947_0.csv
591,1724570,ttm,618657.0,176348.0,442309.0,0.7149502874775522,1724570_0.csv
592,1724570,12/30/2021,618657.0,176348.0,442309.0,0.7149502874775522,1724570_0.csv
593,1724570,12/30/2020,518785.0,150204.0,368581.0,0.7104696550594177,1724570_0.csv
594,1724570,12/30/2019,458752.0,157307.0,301445.0,0.6570979527064732,1724570_0.csv
595,1724570,12/30/2018,387355.0,139871.0,247484.0,0.638907462147126,1724570_0.csv
596,1725057,ttm,1024200.0,641900.0,382300.0,0.3732669400507713,1725057_0.csv
597,1725057,12/30/2021,1024200.0,641900.0,382300.0,0.3732669400507713,1725057_0.csv
598,1725057,12/30/2020,842500.0,501200.0,341300.0,0.4051038575667656,1725057_0.csv
599,1725057,12/30/2019,824100.0,455900.0,368200.0,0.4467904380536343,1725057_0.csv
600,1725057,12/30/2018,746400.0,425800.0,320600.0,0.4295284030010718,1725057_0.csv
601,1739936,ttm,443786.0,86421.0,357365.0,0.805264248984871,1739936_0.csv
602,1739936,12/30/2021,443786.0,86421.0,357365.0,0.805264248984871,1739936_0.csv
603,1739936,12/30/2020,375610.0,83917.0,291693.0,0.7765847554644445,1739936_0.csv
604,1739936,12/30/2019,307421.0,76524.0,230897.0,0.7510775125967322,1739936_0.csv
605,1739936,12/30/2018,254324.0,77982.0,176342.0,0.6933753794372532,1739936_0.csv
606,1739942,ttm,718632.0,227016.0,491616.0,0.6840997896002404,1739942_0.csv
607,1739942,12/30/2021,718632.0,227016.0,491616.0,0.6840997896002404,1739942_0.csv
608,1739942,12/30/2020,1019241.0,274616.0,744625.0,0.7305681384481197,1739942_0.csv
609,1739942,12/30/2019,932525.0,255454.0,677071.0,0.726062035870352,1739942_0.csv
610,1739942,12/30/2018,833089.0,246735.0,586354.0,0.7038311632970787,1739942_0.csv
611,1768267,ttm,387965.0,98413.0,289552.0,0.7463353653035713,1768267_0.csv
612,1768267,9/29/2021,387182.0,101074.0,286108.0,0.7389496412539839,1768267_0.csv
613,1768267,9/29/2020,329646.0,107851.0,221795.0,0.6728278213598831,1768267_0.csv
614,1768267,9/29/2019,303315.0,99343.0,203972.0,0.6724758089774656,1768267_0.csv
615,1768267,9/29/2018,276984.0,82964.0,194020.0,0.7004736735695924,1768267_0.csv
616,1773383,ttm,873364.0,160295.0,713069.0,0.8164625516966579,1773383_0.csv
617,1773383,3/30/2021,703509.0,127708.0,575801.0,0.8184699840371623,1773383_0.csv
618,1773383,3/30/2020,545803.0,128931.0,416872.0,0.76377740686658,1773383_0.csv
619,1773383,3/30/2019,430966.0,106801.0,324165.0,0.7521823067248925,1773383_0.csv
620,1773383,3/30/2018,398047.0,96534.0,301513.0,0.757480900496675,1773383_0.csv
621,1786352,ttm,412838.0,99948.0,312890.0,0.7579001932961598,1786352_0.csv
622,1786352,6/29/2021,238265.0,61806.0,176459.0,0.7405997523765555,1786352_0.csv
623,1786352,6/29/2020,157600.0,39144.0,118456.0,0.7516243654822335,1786352_0.csv
624,1786352,6/29/2019,108351.0,29918.0,78433.0,0.7238788751372853,1786352_0.csv
625,1786352,6/29/2018,64865.0,19372.0,45493.0,0.7013489555230094,1786352_0.csv
626,1794515,ttm,747200.0,136700.0,610500.0,0.8170503211991434,1794515_0.csv
627,1794515,12/30/2021,747200.0,136700.0,610500.0,0.8170503211991434,1794515_0.csv
628,1794515,12/30/2020,476200.0,107500.0,368700.0,0.7742545149097018,1794515_0.csv
629,1794515,12/30/2019,293300.0,68600.0,224700.0,0.766109785202864,1794515_0.csv
630,1794515,12/30/2018,144300.0,37800.0,106500.0,0.738045738045738,1794515_0.csv
631,1800667,ttm,206683.0,41823.0,164860.0,0.7976466376044474,1800667_0.csv
632,1800667,12/30/2021,206683.0,41823.0,164860.0,0.7976466376044474,1800667_0.csv
633,1800667,12/30/2020,150827.0,28451.0,122376.0,0.8113666651196404,1800667_0.csv
634,1800667,12/30/2019,104716.0,20035.0,84681.0,0.8086729821612743,1800667_0.csv
635,1800667,12/30/2018,63532.0,10711.0,52821.0,0.8314077944972612,1800667_0.csv
636,1803696,ttm,877696.0,126758.0,750938.0,0.8555786969520198,1803696_0.csv
637,1803696,12/30/2021,877696.0,126758.0,750938.0,0.8555786969520198,1803696_0.csv
638,1803696,12/30/2020,892020.0,78357.0,813663.0,0.9121577991524854,1803696_0.csv
639,1803696,12/30/2019,280067.0,8460.0,271607.0,0.9697929424030678,1803696_0.csv
640,1803696,12/30/2018,406133.0,13291.0,392842.0,0.9672742672966738,1803696_0.csv
641,1806837,ttm,413436.0,154462.0,258974.0,0.6263944117106396,1806837_0.csv
642,1806837,12/30/2020,374665.0,165387.0,209278.0,0.5585736591354944,1806837_0.csv
643,1806837,12/30/2019,321500.0,110378.0,211122.0,0.6566780715396578,1806837_0.csv
644,1806837,12/30/2018,272403.0,95698.0,176705.0,0.6486896252978124,1806837_0.csv
645,1810806,ttm,1110526.0,253630.0,856896.0,0.7716127312642838,1810806_0.csv
646,1810806,12/30/2021,1110526.0,253630.0,856896.0,0.7716127312642838,1810806_0.csv
647,1810806,12/30/2020,772445.0,172347.0,600098.0,0.7768812018978698,1810806_0.csv
648,1810806,12/30/2019,541779.0,118597.0,423182.0,0.7810970894036129,1810806_0.csv
649,1810806,12/30/2018,380755.0,81267.0,299488.0,0.7865635382332471,1810806_0.csv
650,317788,ttm,993389.0,686771.0,306618.0,0.3086585416186408,317788_0.csv
651,317788,3/30/2021,313579.0,181007.0,132572.0,0.4227706574738742,317788_0.csv
652,317788,3/30/2020,138715.0,85042.0,53673.0,0.38693003640557977,317788_0.csv
653,317788,3/30/2019,103569.0,68004.0,35565.0,0.34339425889986386,317788_0.csv
654,317788,3/30/2018,74751.0,49696.0,25055.0,0.3351794624821073,317788_0.csv
655,320340,ttm,48248.0,22902.0,25346.0,0.5253274747139778,320340_0.csv
656,320340,12/30/2021,48248.0,22902.0,25346.0,0.5253274747139778,320340_0.csv
657,320340,12/30/2020,35873.0,15427.0,20446.0,0.5699551194491679,320340_0.csv
658,320340,12/30/2019,34303.0,11759.0,22544.0,0.6572019939946944,320340_0.csv
659,320340,12/30/2018,20100.0,8524.0,11576.0,0.5759203980099502,320340_0.csv
660,50471,ttm,19521.0,4476.0,15045.0,0.7707084678039035,50471_0.csv
661,50471,6/29/2021,21007.0,6885.0,14122.0,0.6722521064407102,50471_0.csv
662,50471,6/29/2020,20038.0,6997.0,13041.0,0.6508134544365706,50471_0.csv
663,50471,6/29/2019,21170.0,5830.0,15340.0,0.7246102975909305,50471_0.csv
664,50471,6/29/2018,22036.0,6587.0,15449.0,0.7010800508259212,50471_0.csv
665,704366,ttm,0.0,648.011,648.011,0.0,704366_0.csv
666,704366,12/30/2019,0.0,598.349,598.349,0.0,704366_0.csv
667,704366,12/30/2018,0.0,523.935,523.935,0.0,704366_0.csv
668,713425,ttm,121470.0,50569.0,70901.0,0.5836914464476826,713425_0.csv
669,713425,4/29/2021,111408.0,50428.0,60980.0,0.5473574608645698,713425_0.csv
670,713425,4/29/2020,115466.0,52308.0,63158.0,0.5469835276185198,713425_0.csv
671,713425,4/29/2019,108706.0,51966.0,56740.0,0.5219583095689291,713425_0.csv
672,713425,4/29/2018,112703.0,50000.0,62703.0,0.5563560863508513,713425_0.csv
673,723531,ttm,4332300.0,1288300.0,3044000.0,0.702629088474944,723531_0.csv
674,723531,5/30/2021,4056800.0,1271200.0,2785600.0,0.6866495760205088,723531_0.csv
675,723531,5/30/2020,4040500.0,1280800.0,2759700.0,0.6830095285236976,723531_0.csv
676,723531,5/30/2019,3772500.0,1177800.0,2594700.0,0.68779324055666,723531_0.csv
677,723531,5/30/2018,3380900.0,1017800.0,2363100.0,0.69895589931675,723531_0.csv
678,727634,ttm,1117.0,143.0,974.0,0.8719785138764548,727634_0.csv
679,727634,12/30/2020,966.0,146.0,820.0,0.8488612836438924,727634_0.csv
680,727634,12/30/2019,844.0,121.0,723.0,0.8566350710900474,727634_0.csv
681,727634,12/30/2018,917.0,141.0,776.0,0.8462377317339149,727634_0.csv
682,736012,ttm,7212.0,2707.0,4505.0,0.6246533555185801,736012_0.csv
683,736012,12/30/2020,6619.0,2709.0,3910.0,0.5907236742710379,736012_0.csv
684,736012,12/30/2019,13643.0,5342.0,8301.0,0.6084438906398886,736012_0.csv
685,736012,12/30/2018,10276.0,3847.0,6429.0,0.6256325418450759,736012_0.csv
686,746210,ttm,9689.0,5363.0,4326.0,0.44648570543915783,746210_0.csv
687,746210,12/30/2020,15333.0,7280.0,8053.0,0.525207069718907,746210_0.csv
688,746210,12/30/2019,12827.0,7427.0,5400.0,0.4209869805878226,746210_0.csv
689,746210,12/30/2018,12557.0,7598.0,4959.0,0.394919168591224,746210_0.csv
690,769397,ttm,4386400.0,418500.0,3967900.0,0.9045914645267189,769397_0.csv
691,769397,1/30/2022,4386400.0,418500.0,3967900.0,0.9045914645267189,769397_0.csv
692,769397,1/30/2021,3790400.0,337100.0,3453300.0,0.9110647952722668,769397_0.csv
693,769397,1/30/2020,3274300.0,324900.0,2949400.0,0.9007726842378524,769397_0.csv
694,769397,1/30/2019,2569800.0,285900.0,2283900.0,0.8887462059304226,769397_0.csv
695,78749,ttm,152414.0,55096.0,97318.0,0.6385108979490073,78749_0.csv
696,78749,3/30/2021,137176.0,47800.0,89376.0,0.6515425438852277,78749_0.csv
697,78749,3/30/2020,160757.0,79805.0,80952.0,0.5035674962832101,78749_0.csv
698,78749,3/30/2019,140842.0,66962.0,73880.0,0.5245594353956916,78749_0.csv
699,78749,3/30/2018,127360.0,62943.0,64417.0,0.5057867462311558,78749_0.csv
700,789019,ttm,184903000.0,57642000.0,127261000.0,0.6882581677960877,789019_0.csv
701,789019,6/29/2021,168088000.0,52232000.0,115856000.0,0.689258007710247,789019_0.csv
702,789019,6/29/2020,143015000.0,46078000.0,96937000.0,0.6778100199279796,789019_0.csv
703,789019,6/29/2019,125843000.0,42910000.0,82933000.0,0.6590195720063889,789019_0.csv
704,789019,6/29/2018,110360000.0,38353000.0,72007000.0,0.652473722363175,789019_0.csv
705,796343,ttm,15785000.0,1865000.0,13920000.0,0.8818498574596135,796343_0.csv
706,796343,11/29/2021,15785000.0,1865000.0,13920000.0,0.8818498574596135,796343_0.csv
707,796343,11/29/2020,12868000.0,1722000.0,11146000.0,0.8661796705004663,796343_0.csv
708,796343,11/29/2019,11171297.0,1672720.0,9498577.0,0.8502662672024565,796343_0.csv
709,796343,11/29/2018,9030008.0,1194999.0,7835009.0,0.8676635723910765,796343_0.csv
710,807863,ttm,126294.0,13758.0,112536.0,0.8910637084897145,807863_0.csv
711,807863,9/29/2021,119797.0,14540.0,105257.0,0.8786280123876224,807863_0.csv
712,807863,9/29/2020,101310.0,13192.0,88118.0,0.8697858059421577,807863_0.csv
713,807863,9/29/2019,84590.0,12266.0,72324.0,0.8549946802222484,807863_0.csv
714,807863,9/29/2018,63559.0,8686.0,54873.0,0.8633395742538429,807863_0.csv
715,807882,ttm,1143670.0,732075.0,411595.0,0.3598896534839595,807882_0.csv
716,807882,9/29/2021,1143670.0,732075.0,411595.0,0.3598896534839595,807882_0.csv
717,807882,9/29/2020,1021506.0,667037.0,354469.0,0.34700628288037466,807882_0.csv
718,807882,9/29/2019,950107.0,605257.0,344850.0,0.36295911934129527,807882_0.csv
719,807882,9/29/2018,869690.0,499751.0,369939.0,0.42536880957582585,807882_0.csv
720,813672,ttm,2988244.0,307006.0,2681238.0,0.8972620709687696,813672_0.csv
721,813672,12/30/2021,2988244.0,307006.0,2681238.0,0.8972620709687696,813672_0.csv
722,813672,12/30/2020,2682891.0,305498.0,2377393.0,0.8861310429682011,813672_0.csv
723,813672,12/30/2019,2336319.0,266357.0,2069962.0,0.8859928802530819,813672_0.csv
724,813672,12/30/2018,2138022.0,258747.0,1879275.0,0.8789783266963577,813672_0.csv
725,814547,ttm,1326483.0,312137.0,1014346.0,0.7646882771961646,814547_0.csv
726,814547,9/29/2021,1316536.0,332462.0,984074.0,0.7474721541985939,814547_0.csv
727,814547,9/29/2020,1294562.0,361142.0,933420.0,0.7210315149062,814547_0.csv
728,814547,9/29/2019,1160083.0,336845.0,823238.0,0.7096371552725107,814547_0.csv
729,814547,9/29/2018,1032475.0,310699.0,721776.0,0.6990735853168357,814547_0.csv
730,814549,ttm,950227.0,670096.0,280131.0,0.29480429413182324,814549_0.csv
731,814549,12/30/2020,625609.0,343262.0,282347.0,0.4513154382369819,814549_0.csv
732,814549,12/30/2019,580615.0,205165.0,375450.0,0.6466419227887671,814549_0.csv
733,814549,12/30/2018,497826.0,168415.0,329411.0,0.6616990675456886,814549_0.csv
734,816761,ttm,1917000.0,731000.0,1186000.0,0.6186750130412102,816761_0.csv
735,816761,12/30/2021,1917000.0,731000.0,1186000.0,0.6186750130412102,816761_0.csv
736,816761,12/30/2020,1836000.0,817000.0,1019000.0,0.5550108932461874,816761_0.csv
737,816761,12/30/2019,1899000.0,944000.0,955000.0,0.5028962611901,816761_0.csv
738,816761,12/30/2018,2164000.0,1138000.0,1026000.0,0.47412199630314233,816761_0.csv
739,823546,ttm,21.256,5387.0,5366.0,-252.43432442604438,823546_0.csv
740,823546,3/30/2021,0.0,2364.0,2364.0,0.0,823546_0.csv
741,823546,3/30/2020,0.0,125.039,125.039,0.0,823546_0.csv
742,823546,3/30/2019,0.0,1332.0,1332.0,0.0,823546_0.csv
743,827876,ttm,88423.0,21430.0,66993.0,0.7576422424029947,827876_0.csv
744,827876,9/29/2021,49438.0,13965.0,35473.0,0.7175249807840123,827876_0.csv
745,827876,9/29/2020,10029.0,7908.0,2121.0,0.21148668860305114,827876_0.csv
746,827876,9/29/2019,4533.0,3861.0,671.696,0.14824619457313037,827876_0.csv
747,827876,9/29/2018,578.635,390.774,187.861,0.3246623519144193,827876_0.csv
748,829323,ttm,52997.0,9608.0,43389.0,0.8187067192482593,829323_0.csv
749,829323,12/30/2020,44640.0,8296.0,36344.0,0.8141577060931899,829323_0.csv
750,829323,12/30/2019,61525.0,22701.0,38824.0,0.6310280373831776,829323_0.csv
751,829323,12/30/2018,73331.0,29921.0,43409.0,0.5919733809712128,829323_0.csv
752,837852,ttm,98901.0,73187.0,25714.0,0.2599973711084822,837852_0.csv
753,837852,12/30/2020,26759.0,24702.0,2057.0,0.07687133300945476,837852_0.csv
754,837852,12/30/2019,44567.0,1458.0,43109.0,0.9672852110305832,837852_0.csv
755,837852,12/30/2018,377743.0,374575.0,3168.0,0.008386654418480289,837852_0.csv
756,843006,ttm,20909.0,5642.0,15267.0,0.7301640441914965,843006_0.csv
757,843006,12/30/2020,18526.0,5415.0,13111.0,0.7077080859332829,843006_0.csv
758,843006,12/30/2019,16295.0,5080.0,11215.0,0.6882479288125192,843006_0.csv
759,843006,12/30/2018,14232.0,4103.0,10129.0,0.7117060146149522,843006_0.csv
760,849399,ttm,2752000.0,406000.0,2346000.0,0.8524709302325582,849399_0.csv
761,849399,3/30/2021,2551000.0,362000.0,2189000.0,0.858094864758918,849399_0.csv
762,849399,3/30/2020,2490000.0,393000.0,2097000.0,0.8421686746987952,849399_0.csv
763,849399,3/30/2019,4731000.0,1050000.0,3681000.0,0.7780596068484464,849399_0.csv
764,849399,3/30/2018,4834000.0,1032000.0,3802000.0,0.7865122052130741,849399_0.csv
765,857005,ttm,1835830.0,379390.0,1456440.0,0.7933414313961532,857005_0.csv
766,857005,9/29/2021,1807159.0,371102.0,1436057.0,0.7946489489856731,857005_0.csv
767,857005,9/29/2020,1458415.0,334271.0,1124144.0,0.7707984352876239,857005_0.csv
768,857005,9/29/2019,1255631.0,325378.0,930253.0,0.7408649515661847,857005_0.csv
769,857005,9/29/2018,1241824.0,326194.0,915630.0,0.7373267065220193,857005_0.csv
770,860731,ttm,1592287.0,882643.0,709644.0,0.4456759365616877,860731_0.csv
771,860731,12/30/2021,1592287.0,882643.0,709644.0,0.4456759365616877,860731_0.csv
772,860731,12/30/2020,1116663.0,574151.0,542512.0,0.4858332370643605,860731_0.csv
773,860731,12/30/2019,1086427.0,569527.0,516900.0,0.47577978087805256,860731_0.csv
774,860731,12/30/2018,935282.0,495704.0,439578.0,0.46999514584905944,860731_0.csv
775,8670,ttm,15279000.0,9047300.0,6231700.0,0.4078604620721251,8670_0.csv
776,8670,6/29/2021,14583000.0,8640300.0,5942700.0,0.40750874305698415,8670_0.csv
777,8670,6/29/2020,14044600.0,8445100.0,5599500.0,0.3986941600330376,8670_0.csv
778,8670,6/29/2019,13613300.0,8086600.0,5526700.0,0.4059779774191416,8670_0.csv
779,8670,6/29/2018,12859300.0,7842600.0,5016700.0,0.39012232392120877,8670_0.csv
780,869531,ttm,123.341,68.967,54.374,0.4408428665245133,869531_0.csv
781,869531,12/30/2018,200.061,128.027,72.034,0.36006018164459846,869531_0.csv
782,876167,ttm,531313.0,78449.0,452864.0,0.852348803812442,876167_0.csv
783,876167,11/29/2021,531313.0,78449.0,452864.0,0.852348803812442,876167_0.csv
784,876167,11/29/2020,442150.0,62114.0,380036.0,0.8595182630329073,876167_0.csv
785,876167,11/29/2019,413298.0,75241.0,338057.0,0.8179497602214383,876167_0.csv
786,876167,11/29/2018,397165.0,66973.0,330192.0,0.8313723515415508,876167_0.csv
787,877890,ttm,3217170.0,625077.0,2592093.0,0.8057059465306465,877890_0.csv
788,877890,12/30/2021,3217170.0,625077.0,2592093.0,0.8057059465306465,877890_0.csv
789,877890,12/30/2020,3236700.0,498546.0,2738154.0,0.8459708962832515,877890_0.csv
790,877890,12/30/2019,3010564.0,464047.0,2546517.0,0.8458604434252187,877890_0.csv
791,877890,12/30/2018,2973903.0,433803.0,2540100.0,0.8541300775445602,877890_0.csv
792,883241,ttm,4504127.0,910762.0,3593365.0,0.7977938899147382,883241_0.csv
793,883241,10/30/2021,4204193.0,861777.0,3342416.0,0.7950196387273372,883241_0.csv
794,883241,10/30/2020,3685281.0,794690.0,2890591.0,0.7843610839987507,883241_0.csv
795,883241,10/30/2019,3360694.0,752946.0,2607748.0,0.775955204490501,883241_0.csv
796,883241,10/30/2018,3121058.0,735898.0,2385160.0,0.7642152116365668,883241_0.csv
797,884144,ttm,71381.0,28270.0,43111.0,0.6039562348524117,884144_0.csv
798,884144,12/30/2020,65507.0,27414.0,38093.0,0.5815103729372434,884144_0.csv
799,884144,12/30/2019,73150.0,29836.0,43314.0,0.5921257689678743,884144_0.csv
800,884144,12/30/2018,88952.0,30830.0,58122.0,0.6534085799082652,884144_0.csv
801,892482,ttm,24993.0,6332.0,18661.0,0.7466490617372864,892482_0.csv
802,892482,12/30/2020,29072.0,8353.0,20719.0,0.712678866263071,892482_0.csv
803,892482,12/30/2019,25362.0,7059.0,18303.0,0.7216702152827064,892482_0.csv
804,892482,12/30/2018,25013.0,8493.0,16520.0,0.6604565625874546,892482_0.csv
805,896878,ttm,11414000.0,2042000.0,9372000.0,0.8210968985456457,896878_0.csv
806,896878,7/30/2021,9633000.0,1683000.0,7950000.0,0.825288072251635,896878_0.csv
807,896878,7/30/2020,7679000.0,1378000.0,6301000.0,0.8205495507227504,896878_0.csv
808,896878,7/30/2019,6784000.0,1167000.0,5617000.0,0.8279775943396226,896878_0.csv
809,896878,7/30/2018,5964000.0,977000.0,4987000.0,0.8361837692823608,896878_0.csv
810,922521,ttm,14023.0,2000.0,12023.0,0.85737716608429,922521_0.csv
811,922521,12/30/2020,14769.0,1827.0,12941.0,0.8762949421084705,922521_0.csv
812,922521,12/30/2019,16544.0,2913.0,13631.0,0.823924081237911,922521_0.csv
813,922521,12/30/2018,17838.0,2978.0,14860.0,0.8330530328512165,922521_0.csv
814,929940,ttm,668063.0,60149.0,607914.0,0.9099650781438278,929940_0.csv
815,929940,6/29/2021,709376.0,60151.0,649225.0,0.9152057583002526,929940_0.csv
816,929940,6/29/2020,598717.0,61607.0,537110.0,0.897101635664262,929940_0.csv
817,929940,6/29/2019,598345.0,57816.0,540529.0,0.9033734718264547,929940_0.csv
818,929940,6/29/2018,499514.0,50644.0,448870.0,0.8986134522756118,929940_0.csv
819,935036,ttm,1370598.0,638871.0,731727.0,0.5338742651018022,935036_0.csv
820,935036,12/30/2021,1370598.0,638871.0,731727.0,0.5338742651018022,935036_0.csv
821,935036,12/30/2020,1294322.0,622459.0,671863.0,0.5190848954124244,935036_0.csv
822,935036,12/30/2019,1258294.0,617453.0,640841.0,0.5092935355330312,935036_0.csv
823,935036,12/30/2018,1009780.0,430351.0,579429.0,0.5738170690645488,935036_0.csv
824,941685,ttm,3238.0,549.0,2689.0,0.8304508956145769,941685_0.csv
825,941685,12/30/2020,4785.0,1248.0,3537.0,0.7391849529780564,941685_0.csv
826,941685,12/30/2019,3506.0,643.0,2863.0,0.8166001140901312,941685_0.csv
827,941685,12/30/2018,4404.0,876.0,3528.0,0.8010899182561307,941685_0.csv
828,944480,ttm,53965.0,41376.0,12589.0,0.2332808301677013,944480_0.csv
829,944480,12/30/2020,57620.0,42835.0,14785.0,0.25659493231516833,944480_0.csv
830,944480,12/30/2019,82975.0,62677.0,20298.0,0.24462789996987044,944480_0.csv
831,944480,12/30/2018,92249.0,69119.0,23130.0,0.2507344253054234,944480_0.csv
832,948708,ttm,56160.0,10018.0,46142.0,0.8216168091168091,948708_0.csv
833,948708,12/30/2020,51300.0,5190.0,46110.0,0.8988304093567251,948708_0.csv
834,948708,12/30/2019,43346.0,3927.0,39419.0,0.9094034051584922,948708_0.csv
835,948708,12/30/2018,26285.0,4333.0,21952.0,0.8351531291611185,948708_0.csv
